epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
58	1.279	0.595	0.597	0.601	42.942	0.975
59	1.269	0.605	0.608	0.611	42.996	0.971
60	1.257	0.617	0.621	0.598	43.097	0.971
61	1.242	0.63	0.634	0.635	43.157	0.967
62	1.225	0.644	0.65	0.647	43.255	0.966
63	1.204	0.656	0.66	0.654	43.267	0.965
64	1.189	0.663	0.67	0.66	43.357	0.96
65	1.177	0.672	0.679	0.679	43.367	0.961
66	1.156	0.681	0.689	0.684	43.39	0.96
67	1.141	0.69	0.699	0.695	43.428	0.96
68	1.121	0.7	0.712	0.69	43.402	0.958
69	1.097	0.709	0.722	0.7	43.334	0.955
70	1.078	0.713	0.729	0.709	43.353	0.955
71	1.06	0.721	0.738	0.698	43.367	0.956
72	1.047	0.723	0.74	0.719	43.341	0.955
73	1.034	0.727	0.747	0.719	43.362	0.954
74	1.024	0.731	0.753	0.722	43.339	0.953
75	1.014	0.73	0.757	0.721	43.302	0.95
76	0.995	0.738	0.766	0.733	43.375	0.953
77	0.982	0.744	0.773	0.722	43.378	0.952
78	0.968	0.747	0.78	0.723	43.363	0.949
79	0.953	0.753	0.79	0.708	43.428	0.954
80	0.942	0.755	0.795	0.741	43.457	0.954
81	0.925	0.761	0.804	0.746	43.399	0.952
82	0.905	0.765	0.81	0.752	43.366	0.949
83	0.889	0.771	0.817	0.753	43.353	0.947
84	0.883	0.771	0.821	0.752	43.396	0.951
85	0.864	0.774	0.829	0.738	43.36	0.949
86	0.851	0.775	0.834	0.777	43.396	0.948
87	0.833	0.78	0.842	0.732	43.395	0.948
88	0.829	0.779	0.843	0.76	43.37	0.947
89	0.812	0.785	0.851	0.754	43.359	0.946
90	0.806	0.782	0.854	0.75	43.439	0.95
91	0.798	0.784	0.858	0.76	43.397	0.948
92	0.781	0.786	0.864	0.753	43.401	0.946
93	0.767	0.79	0.872	0.779	43.398	0.946
94	0.756	0.794	0.875	0.762	43.402	0.947
95	0.749	0.795	0.881	0.784	43.437	0.948
96	0.739	0.795	0.882	0.787	43.441	0.948
97	0.725	0.798	0.889	0.766	43.46	0.949
98	0.718	0.797	0.893	0.778	43.434	0.948
99	0.708	0.798	0.899	0.792	43.431	0.947
100	0.701	0.8	0.9	0.741	43.45	0.948
101	0.694	0.803	0.902	0.777	43.42	0.947
102	0.684	0.8	0.908	0.754	43.504	0.95
103	0.67	0.802	0.912	0.79	43.454	0.948
104	0.656	0.804	0.919	0.789	43.454	0.948
105	0.657	0.803	0.918	0.78	43.455	0.946
106	0.648	0.805	0.924	0.793	43.466	0.947
107	0.64	0.805	0.926	0.78	43.424	0.946
108	0.627	0.809	0.93	0.779	43.442	0.946
109	0.624	0.807	0.933	0.786	43.413	0.945
110	0.611	0.809	0.936	0.804	43.459	0.946
111	0.614	0.807	0.936	0.802	43.456	0.948
112	0.602	0.808	0.941	0.784	43.423	0.946
113	0.601	0.808	0.941	0.8	43.404	0.945
114	0.599	0.803	0.944	0.784	43.436	0.945
115	0.593	0.804	0.947	0.767	43.42	0.945
116	0.59	0.806	0.947	0.78	43.404	0.944
117	0.576	0.81	0.952	0.791	43.462	0.947
118	0.569	0.809	0.954	0.785	43.46	0.946
119	0.572	0.808	0.955	0.798	43.477	0.946
120	0.56	0.807	0.959	0.775	43.477	0.945
121	0.551	0.811	0.961	0.783	43.42	0.944
122	0.557	0.806	0.962	0.795	43.477	0.945
123	0.55	0.807	0.965	0.8	43.484	0.946
124	0.543	0.806	0.969	0.798	43.417	0.943
125	0.532	0.809	0.971	0.785	43.401	0.943
126	0.529	0.809	0.972	0.788	43.42	0.943
