epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
57	1.31	0.596	0.589	0.602	42.298	0.985
58	1.312	0.592	0.585	0.593	42.27	0.985
59	1.31	0.591	0.585	0.6	42.276	0.985
60	1.309	0.593	0.586	0.597	42.29	0.985
61	1.308	0.594	0.589	0.602	42.287	0.985
62	1.304	0.594	0.587	0.604	42.264	0.985
63	1.304	0.596	0.59	0.596	42.262	0.985
64	1.301	0.598	0.591	0.609	42.331	0.985
65	1.307	0.595	0.589	0.602	42.271	0.985
66	1.304	0.596	0.589	0.599	42.29	0.984
67	1.302	0.599	0.593	0.606	42.27	0.984
68	1.301	0.594	0.588	0.605	42.276	0.984
69	1.296	0.598	0.592	0.599	42.266	0.984
70	1.29	0.6	0.594	0.609	42.251	0.984
71	1.287	0.599	0.594	0.601	42.267	0.984
72	1.285	0.598	0.592	0.606	42.261	0.983
73	1.28	0.601	0.597	0.615	42.28	0.983
74	1.277	0.602	0.596	0.597	42.325	0.983
75	1.27	0.604	0.598	0.602	42.317	0.982
76	1.263	0.604	0.599	0.612	42.349	0.981
77	1.255	0.606	0.602	0.613	42.384	0.981
78	1.251	0.605	0.602	0.608	42.355	0.981
79	1.247	0.604	0.6	0.597	42.423	0.98
80	1.242	0.603	0.6	0.614	42.426	0.979
81	1.237	0.606	0.603	0.61	42.437	0.979
82	1.231	0.605	0.603	0.612	42.441	0.979
83	1.223	0.605	0.603	0.61	42.434	0.979
84	1.221	0.609	0.606	0.615	42.401	0.979
85	1.222	0.604	0.603	0.618	42.435	0.979
86	1.216	0.607	0.606	0.618	42.446	0.978
87	1.21	0.608	0.607	0.61	42.452	0.979
88	1.205	0.608	0.607	0.612	42.477	0.978
89	1.203	0.608	0.607	0.611	42.436	0.979
90	1.198	0.612	0.611	0.616	42.429	0.978
91	1.191	0.612	0.611	0.617	42.462	0.978
92	1.19	0.612	0.611	0.612	42.485	0.978
93	1.188	0.613	0.612	0.612	42.472	0.977
94	1.182	0.613	0.612	0.616	42.526	0.976
95	1.177	0.615	0.614	0.623	42.489	0.977
96	1.177	0.614	0.613	0.621	42.456	0.978
97	1.173	0.617	0.617	0.616	42.531	0.977
98	1.17	0.618	0.617	0.615	42.511	0.978
99	1.172	0.616	0.615	0.621	42.527	0.977
100	1.163	0.619	0.619	0.619	42.515	0.977
101	1.16	0.62	0.62	0.625	42.527	0.976
102	1.157	0.619	0.62	0.627	42.528	0.977
103	1.152	0.619	0.619	0.625	42.533	0.977
104	1.153	0.62	0.62	0.628	42.527	0.977
105	1.155	0.62	0.62	0.631	42.524	0.976
106	1.15	0.619	0.62	0.621	42.556	0.976
107	1.144	0.623	0.623	0.626	42.533	0.977
108	1.145	0.621	0.622	0.629	42.517	0.977
109	1.14	0.619	0.62	0.634	42.546	0.976
110	1.141	0.623	0.623	0.63	42.517	0.977
111	1.142	0.623	0.623	0.627	42.581	0.975
112	1.138	0.624	0.624	0.632	42.574	0.976
113	1.135	0.624	0.625	0.63	42.579	0.975
114	1.133	0.626	0.626	0.63	42.592	0.974
115	1.128	0.625	0.626	0.633	42.58	0.975
116	1.129	0.626	0.626	0.629	42.587	0.975
117	1.129	0.626	0.628	0.625	42.595	0.974
118	1.129	0.624	0.624	0.626	42.586	0.975
119	1.127	0.625	0.626	0.633	42.575	0.974
120	1.121	0.628	0.628	0.635	42.567	0.975
121	1.12	0.628	0.628	0.631	42.601	0.973
122	1.119	0.628	0.628	0.634	42.611	0.975
123	1.119	0.626	0.626	0.633	42.575	0.975
124	1.119	0.629	0.629	0.631	42.604	0.974
125	1.115	0.628	0.629	0.624	42.595	0.974
126	1.118	0.63	0.631	0.623	42.634	0.975
127	1.12	0.629	0.629	0.636	42.637	0.973
128	1.115	0.627	0.628	0.633	42.604	0.974
129	1.11	0.63	0.631	0.636	42.628	0.973
130	1.11	0.629	0.63	0.629	42.664	0.973
131	1.11	0.631	0.631	0.638	42.628	0.973
132	1.109	0.63	0.631	0.627	42.685	0.973
133	1.107	0.63	0.631	0.638	42.63	0.974
134	1.104	0.63	0.631	0.636	42.622	0.975
135	1.106	0.63	0.631	0.637	42.625	0.973
136	1.104	0.631	0.632	0.633	42.671	0.975
137	1.106	0.631	0.631	0.633	42.664	0.973
138	1.099	0.632	0.633	0.64	42.648	0.973
139	1.104	0.63	0.632	0.633	42.668	0.973
140	1.098	0.634	0.635	0.639	42.682	0.974
141	1.103	0.633	0.635	0.634	42.721	0.973
142	1.1	0.632	0.633	0.633	42.711	0.973
143	1.098	0.633	0.635	0.63	42.706	0.973
144	1.099	0.633	0.635	0.637	42.746	0.974
145	1.108	0.631	0.633	0.634	42.707	0.974
146	1.094	0.636	0.638	0.644	42.729	0.973
147	1.094	0.636	0.638	0.637	42.734	0.973
148	1.092	0.635	0.637	0.642	42.733	0.973
149	1.089	0.639	0.641	0.643	42.708	0.974
150	1.09	0.639	0.641	0.636	42.771	0.973
151	1.091	0.639	0.641	0.637	42.737	0.974
152	1.089	0.642	0.645	0.645	42.763	0.973
153	1.083	0.642	0.645	0.644	42.737	0.974
154	1.08	0.645	0.648	0.646	42.753	0.973
155	1.075	0.646	0.648	0.651	42.764	0.973
156	1.075	0.646	0.649	0.65	42.764	0.973
157	1.072	0.647	0.651	0.655	42.753	0.973
158	1.067	0.649	0.651	0.648	42.788	0.972
159	1.065	0.651	0.653	0.65	42.771	0.973
160	1.065	0.65	0.653	0.649	42.783	0.973
161	1.065	0.65	0.653	0.65	42.802	0.972
162	1.059	0.653	0.656	0.654	42.83	0.972
163	1.058	0.654	0.657	0.657	42.847	0.972
164	1.056	0.654	0.659	0.658	42.804	0.972
165	1.057	0.654	0.658	0.662	42.823	0.972
166	1.058	0.654	0.657	0.656	42.764	0.974
167	1.055	0.657	0.661	0.664	42.799	0.973
168	1.053	0.656	0.66	0.651	42.806	0.972
169	1.051	0.66	0.664	0.664	42.867	0.973
170	1.049	0.66	0.664	0.664	42.892	0.974
171	1.049	0.661	0.666	0.664	42.888	0.974
172	1.044	0.662	0.667	0.67	42.861	0.974
173	1.037	0.667	0.673	0.658	42.857	0.974
174	1.034	0.667	0.671	0.662	42.896	0.973
175	1.03	0.669	0.675	0.671	42.904	0.973
176	1.024	0.672	0.677	0.67	42.85	0.973
177	1.02	0.672	0.677	0.673	42.904	0.973
178	1.018	0.672	0.677	0.671	42.917	0.973
179	1.016	0.674	0.681	0.668	42.939	0.973
180	1.015	0.672	0.679	0.675	42.949	0.973
181	1.012	0.672	0.679	0.679	42.926	0.972
182	1.007	0.675	0.681	0.673	43.026	0.972
183	1.011	0.674	0.681	0.674	43.014	0.973
184	1.005	0.675	0.682	0.669	42.964	0.972
185	1.004	0.675	0.681	0.674	43.013	0.973
186	1.004	0.676	0.683	0.677	42.998	0.972
187	0.996	0.677	0.684	0.677	43.024	0.972
188	0.998	0.678	0.685	0.667	43.007	0.973
189	0.997	0.676	0.686	0.677	43.026	0.973
190	0.997	0.679	0.687	0.673	42.966	0.973
191	0.989	0.68	0.687	0.678	43.01	0.972
192	0.991	0.68	0.688	0.673	43.05	0.972
193	0.984	0.683	0.69	0.682	43.044	0.972
194	0.989	0.682	0.689	0.683	43.047	0.972
195	0.978	0.685	0.693	0.684	43.049	0.974
196	0.976	0.685	0.694	0.684	43.03	0.972
197	0.975	0.685	0.694	0.679	42.973	0.973
198	0.969	0.689	0.696	0.687	43.034	0.972
199	0.971	0.687	0.696	0.679	43.019	0.972
200	0.97	0.686	0.695	0.677	43.056	0.972
