epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
55	1.312	0.561	0.56	0.568	42.283	0.978
56	1.311	0.562	0.56	0.576	42.267	0.979
57	1.305	0.566	0.565	0.587	42.284	0.977
58	1.298	0.57	0.57	0.585	42.317	0.977
59	1.291	0.576	0.576	0.592	42.25	0.974
60	1.279	0.581	0.583	0.513	42.193	0.976
61	1.263	0.589	0.592	0.613	42.228	0.972
62	1.251	0.594	0.597	0.61	42.26	0.977
63	1.237	0.601	0.604	0.612	42.221	0.971
64	1.224	0.606	0.61	0.635	42.208	0.97
65	1.211	0.612	0.616	0.631	42.307	0.965
66	1.2	0.617	0.622	0.612	42.2	0.965
67	1.188	0.621	0.626	0.642	42.271	0.966
68	1.174	0.627	0.632	0.638	42.242	0.964
69	1.161	0.63	0.636	0.652	42.136	0.971
70	1.152	0.635	0.641	0.666	42.197	0.968
71	1.133	0.642	0.648	0.649	42.158	0.968
72	1.125	0.644	0.651	0.671	42.266	0.963
73	1.112	0.65	0.657	0.66	42.25	0.96
74	1.096	0.654	0.661	0.67	42.33	0.963
75	1.09	0.658	0.665	0.679	42.516	0.966
76	1.076	0.66	0.668	0.686	42.322	0.959
77	1.068	0.662	0.67	0.673	42.474	0.965
78	1.056	0.665	0.674	0.681	42.372	0.959
79	1.052	0.665	0.675	0.677	42.379	0.963
80	1.036	0.669	0.679	0.694	42.432	0.965
81	1.027	0.674	0.682	0.667	42.798	0.966
82	1.017	0.675	0.685	0.689	42.749	0.965
83	1.008	0.678	0.688	0.691	42.731	0.962
84	1.003	0.679	0.689	0.696	42.82	0.963
85	0.995	0.68	0.69	0.67	43.048	0.968
86	0.99	0.681	0.692	0.667	42.612	0.961
87	0.98	0.685	0.694	0.704	42.844	0.965
88	0.978	0.686	0.696	0.705	42.747	0.961
89	0.972	0.686	0.696	0.704	42.592	0.96
90	0.966	0.688	0.699	0.668	42.766	0.962
91	0.959	0.692	0.703	0.681	42.6	0.958
92	0.955	0.691	0.7	0.695	42.929	0.964
93	0.952	0.691	0.702	0.702	42.921	0.966
94	0.943	0.694	0.704	0.7	42.74	0.961
95	0.941	0.695	0.706	0.714	42.766	0.96
96	0.936	0.694	0.707	0.722	42.83	0.963
97	0.928	0.7	0.711	0.703	42.591	0.957
98	0.924	0.7	0.711	0.711	42.862	0.966
99	0.918	0.702	0.713	0.723	42.703	0.959
100	0.911	0.705	0.716	0.71	42.881	0.964
101	0.907	0.704	0.716	0.723	42.815	0.962
102	0.907	0.704	0.716	0.727	42.69	0.96
103	0.9	0.707	0.718	0.71	42.648	0.959
104	0.9	0.706	0.718	0.721	42.759	0.964
105	0.895	0.709	0.721	0.734	42.549	0.955
106	0.891	0.71	0.723	0.734	42.8	0.963
107	0.884	0.713	0.727	0.738	42.611	0.956
108	0.88	0.715	0.728	0.73	42.658	0.963
109	0.871	0.719	0.732	0.746	42.684	0.957
110	0.87	0.717	0.731	0.732	42.625	0.956
111	0.858	0.722	0.736	0.751	42.664	0.957
112	0.857	0.725	0.739	0.722	42.592	0.954
113	0.856	0.727	0.741	0.755	42.627	0.955
114	0.846	0.73	0.744	0.746	42.621	0.957
115	0.838	0.732	0.748	0.757	42.601	0.954
116	0.835	0.734	0.749	0.724	42.713	0.962
117	0.826	0.737	0.752	0.767	42.677	0.957
118	0.816	0.74	0.757	0.755	42.775	0.965
119	0.811	0.743	0.76	0.775	42.638	0.956
120	0.809	0.745	0.763	0.775	42.63	0.955
121	0.797	0.75	0.768	0.782	42.565	0.955
122	0.79	0.756	0.775	0.792	42.635	0.959
123	0.787	0.76	0.78	0.79	42.574	0.954
124	0.779	0.765	0.786	0.807	42.62	0.956
125	0.767	0.77	0.793	0.811	42.608	0.953
126	0.756	0.776	0.799	0.813	42.539	0.954
127	0.759	0.775	0.8	0.807	42.722	0.965
128	0.742	0.784	0.808	0.826	42.529	0.954
129	0.735	0.786	0.812	0.814	42.568	0.955
130	0.729	0.79	0.817	0.826	42.699	0.962
131	0.709	0.8	0.829	0.849	42.575	0.953
132	0.707	0.803	0.834	0.832	42.779	0.966
133	0.695	0.811	0.842	0.856	42.581	0.953
134	0.681	0.816	0.849	0.882	42.57	0.955
135	0.673	0.82	0.854	0.865	42.576	0.952
136	0.659	0.826	0.861	0.889	42.564	0.953
137	0.65	0.83	0.866	0.891	42.639	0.958
138	0.638	0.835	0.874	0.902	42.554	0.952
139	0.626	0.843	0.883	0.91	42.615	0.953
140	0.617	0.848	0.889	0.818	42.689	0.963
141	0.607	0.85	0.893	0.916	42.624	0.959
142	0.596	0.856	0.899	0.928	42.587	0.952
143	0.588	0.857	0.902	0.931	42.624	0.955
144	0.576	0.861	0.905	0.884	42.675	0.958
145	0.556	0.866	0.912	0.94	42.622	0.954
146	0.573	0.862	0.909	0.944	42.585	0.953
147	0.545	0.871	0.917	0.93	42.68	0.957
148	0.55	0.869	0.916	0.948	42.602	0.952
149	0.525	0.875	0.922	0.945	42.618	0.952
150	0.528	0.873	0.921	0.866	42.795	0.961
151	0.5	0.881	0.929	0.942	42.601	0.953
152	0.504	0.878	0.927	0.903	42.693	0.959
153	0.496	0.881	0.929	0.947	42.65	0.953
154	0.494	0.881	0.93	0.955	42.654	0.954
155	0.486	0.882	0.933	0.937	42.614	0.951
156	0.481	0.884	0.933	0.938	42.631	0.956
157	0.473	0.886	0.936	0.915	42.703	0.955
158	0.473	0.884	0.935	0.925	42.736	0.962
159	0.482	0.88	0.931	0.95	42.625	0.951
160	0.465	0.886	0.938	0.935	42.682	0.954
161	0.456	0.885	0.939	0.954	42.634	0.951
162	0.446	0.889	0.942	0.928	42.67	0.955
163	0.453	0.886	0.939	0.919	42.851	0.959
164	0.444	0.888	0.941	0.946	42.664	0.954
165	0.434	0.89	0.944	0.953	42.818	0.958
166	0.436	0.889	0.941	0.91	42.809	0.959
167	0.441	0.887	0.942	0.933	42.645	0.955
168	0.446	0.886	0.939	0.884	42.669	0.954
169	0.426	0.89	0.943	0.861	42.849	0.962
170	0.419	0.89	0.945	0.946	42.731	0.956
171	0.415	0.891	0.945	0.936	42.736	0.955
172	0.412	0.892	0.947	0.956	42.739	0.954
173	0.413	0.892	0.946	0.946	42.615	0.95
174	0.405	0.894	0.949	0.948	42.632	0.951
175	0.411	0.892	0.947	0.949	42.711	0.956
176	0.404	0.893	0.947	0.948	42.646	0.951
177	0.394	0.896	0.949	0.934	42.768	0.959
178	0.4	0.894	0.948	0.948	42.75	0.955
179	0.394	0.896	0.95	0.935	42.67	0.95
180	0.397	0.895	0.948	0.907	42.836	0.956
181	0.4	0.892	0.946	0.95	42.78	0.957
182	0.398	0.892	0.948	0.91	42.848	0.961
183	0.39	0.894	0.95	0.912	43.036	0.964
184	0.377	0.896	0.952	0.944	42.688	0.951
185	0.375	0.898	0.954	0.871	43.005	0.963
186	0.384	0.896	0.951	0.954	42.635	0.948
187	0.379	0.897	0.952	0.864	43.05	0.966
188	0.383	0.896	0.951	0.957	42.723	0.951
189	0.375	0.897	0.953	0.939	42.743	0.952
190	0.37	0.897	0.953	0.951	42.718	0.95
191	0.366	0.897	0.954	0.953	42.682	0.95
192	0.369	0.897	0.953	0.962	42.702	0.949
193	0.354	0.902	0.956	0.959	42.705	0.95
194	0.359	0.898	0.956	0.94	42.8	0.955
195	0.367	0.897	0.954	0.919	42.916	0.964
196	0.366	0.897	0.954	0.927	42.654	0.949
197	0.36	0.899	0.955	0.915	42.819	0.954
198	0.366	0.894	0.953	0.908	42.805	0.957
199	0.357	0.899	0.956	0.935	42.801	0.957
200	0.347	0.901	0.957	0.944	42.855	0.955
